,,종목코드,종목명,현재가,전일대비기호,전일대비,등락률,이전거래량,현재거래량,급증량,급증률,종목분류,매도잔량,매수잔량,체결강도,횟수,거래량,전일비,거래회전율,거래금액,거래량(장중),전일비(장중),거래회전율(장중),거래금액(장중),거래량(장후),전일비(장후),거래회전율(장후),거래금액(장후),거래량(장전),전일비(장전),거래회전율(장전),거래금액(장전),기준가,기준대비,급등률,예상체결가,예상체결량,매도호가,매수호가,현재순위,전일순위,전일거래량,거래대금
전일 대비 등락률 상위 종목,90,145170,노브랜드,+18640,2,+810,+4.54,,1585119,,,28,3549,9537,84.10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,91,042420,네오위즈홀딩스,+19330,2,+830,+4.49,,8131,,,28,362,10,274.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,92,068270,셀트리온,+185700,2,+7900,+4.44,,479696,,,27,19333,2933,230.48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,93,041520,이엘씨,+5260,2,+220,+4.37,,3128,,,25,3535,2137,500.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,94,001570,금양,+28700,2,+1200,+4.36,,660333,,,25,25930,22477,99.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,95,334970,프레스티지바이오로직스,+5690,2,+230,+4.21,,71130,,,25,15851,8471,153.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,96,950220,네오이뮨텍,+1273,2,+51,+4.17,,322078,,,25,13406,9265,189.09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,97,580021,KB 인버스 천연가스 선물 ETN,+16615,2,+655,+4.10,,4648,,,25,11957,24433,136.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,98,413630,씨피시스템,+2415,2,+95,+4.09,,103379,,,28,7686,11756,163.62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,99,431190,케이쓰리아이,+5360,2,+210,+4.08,,72997,,,28,9204,4085,126.83,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,100,004990,롯데지주,+21750,2,+850,+4.07,,223909,,,27,25058,14745,358.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,101,115610,이미지스,+2175,2,+85,+4.07,,129560,,,25,16971,35385,171.51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,102,052790,액토즈소프트,+7200,2,+280,+4.05,,81188,,,28,1908,3955,119.51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,103,036570,엔씨소프트,+232500,2,+9000,+4.03,,105702,,,27,17259,8894,168.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,104,139240,TIGER 200 철강소재,+9065,2,+350,+4.02,,606,,,19,1822,1222,500.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,105,397030,에이프릴바이오,+17060,2,+660,+4.02,,233310,,,27,2927,2064,81.88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,106,293780,압타바이오,+6740,2,+260,+4.01,,26294,,,25,2295,2864,220.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,107,321820,아티스트유나이티드,+17920,2,+690,+4.00,,227229,,,25,495,1882,122.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,108,003090,대웅,+22150,2,+850,+3.99,,25522,,,27,10235,1753,358.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,109,006280,녹십자,+147800,2,+5600,+3.94,,34748,,,27,1842,517,136.97,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,110,035760,CJ ENM,+65900,2,+2500,+3.94,,94960,,,27,7025,4275,110.83,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,111,003620,KG모빌리티,+4360,2,+165,+3.93,,236420,,,28,20931,2330,175.73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,112,004100,태양금속,+2785,2,+105,+3.92,,287321,,,0,33431,53455,180.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,113,033250,체시스,+1330,2,+50,+3.91,,215075,,,0,11464,47177,182.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,114,084110,휴온스글로벌,+30700,2,+1150,+3.89,,25071,,,27,3329,1198,290.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,115,360350,코셈,+8270,2,+310,+3.89,,47145,,,28,2897,1523,213.04,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,116,207940,삼성바이오로직스,+990000,2,+37000,+3.88,,49410,,,27,6132,741,217.89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,117,035620,바른손이앤에이,+457,2,+17,+3.86,,57756,,,25,11518,14694,381.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,118,173130,오파스넷,+7040,2,+260,+3.83,,67962,,,27,4207,6772,200.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,119,062040,산일전기,+59900,2,+2200,+3.81,,514103,,,27,5914,12976,138.37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,120,163280,에어레인,+10940,2,+400,+3.80,,164806,,,0,2801,4840,75.93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,121,464080,에스오에스랩,+8480,2,+310,+3.79,,2826502,,,28,18703,71136,105.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,122,003960,사조대림,+41850,2,+1500,+3.72,,9552,,,27,1651,897,335.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,123,000120,CJ대한통운,+83800,2,+3000,+3.71,,36179,,,27,3490,482,214.94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,124,005250,녹십자홀딩스,+15220,2,+540,+3.68,,43202,,,27,2572,1313,180.19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,125,117680,KODEX 철강,+9200,2,+325,+3.66,,18317,,,19,6015,12499,96.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,126,173940,에프엔씨엔터,+3400,2,+120,+3.66,,154,,,25,1632,1655,201.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,127,204270,제이앤티씨,+21650,2,+750,+3.59,,595612,,,27,13660,27490,120.30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,128,000670,영풍,+448000,2,+15500,+3.58,,5273,,,0,96,157,160.90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,129,066970,엘앤에프,+104300,2,+3600,+3.57,,71565,,,27,4201,519,109.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,130,091120,이엠텍,+26200,2,+900,+3.56,,80511,,,28,5274,9443,153.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,131,148780,비큐AI,+1109,2,+38,+3.55,,60901,,,25,7265,11343,51.28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,132,298380,에이비엘바이오,+27950,2,+950,+3.52,,470489,,,25,31604,22404,111.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,133,356890,싸이버원,+2805,2,+95,+3.51,,44181,,,0,2599,21732,170.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,134,227540,TIGER 200 헬스케어,+19675,2,+665,+3.50,,19851,,,19,12454,5723,66.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,135,000490,대동,+11600,2,+390,+3.48,,3748275,,,27,6171,37660,83.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,136,048770,TPC,+2235,2,+75,+3.47,,10902,,,0,3163,11000,493.89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,137,008730,율촌화학,+24150,2,+800,+3.43,,11998,,,27,5870,2713,279.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,138,377330,이지트로닉스,+5030,2,+165,+3.39,,3551,,,0,1990,482,109.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,139,950170,JTC,+3970,2,+130,+3.39,,23120,,,25,4034,13283,261.53,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,140,140410,메지온,+32150,2,+1050,+3.38,,41042,,,25,4004,4325,222.65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,141,463050,TIMEFOLIO K바이오액티브,+11200,2,+365,+3.37,,139587,,,20,36199,43354,81.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,142,000105,유한양행우,+108000,2,+3500,+3.35,,12102,,,27,1173,213,182.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,143,458870,씨어스테크놀로지,+10810,2,+350,+3.35,,63386,,,28,3242,2778,108.27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,144,462900,KoAct 바이오헬스케어액티브,+12940,2,+420,+3.35,,173301,,,20,46535,48299,91.55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,145,007680,대원,+4485,2,+145,+3.34,,77633,,,25,165,1169,102.40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,146,072990,에이치시티,+8700,2,+280,+3.33,,3953,,,28,1347,1715,203.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,147,175330,JB금융지주,+19890,2,+640,+3.32,,172666,,,27,14605,6150,244.86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,148,067730,로지시스,+2805,2,+90,+3.31,,1338206,,,25,6621,19790,91.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,149,038060,루멘스,+1140,2,+36,+3.26,,12543,,,25,10821,5556,382.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,150,500007,신한 인버스 은 선물 ETN(H),+3685,2,+115,+3.22,,7622,,,25,50056,22993,500.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,151,326030,SK바이오팜,+103100,2,+3200,+3.20,,132210,,,27,6673,2787,151.48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,152,000520,삼일제약,+12600,2,+390,+3.19,,134742,,,28,7120,3656,140.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,153,530090,삼성 인버스 은 선물 ETN(H),+7930,2,+245,+3.19,,1052,,,25,60039,14321,500.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,154,097520,엠씨넥스,+20200,2,+610,+3.11,,39268,,,27,3965,7035,127.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,155,000100,유한양행,+119900,2,+3600,+3.10,,992065,,,27,46279,8192,109.27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,156,068050,팬엔터테인먼트,+2160,2,+65,+3.10,,52694,,,28,12391,10645,112.31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,157,550092,N2 월간 레버리지 방위산업 Top5 ETN,+22020,2,+660,+3.09,,59,,,25,15000,215,500.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,158,018700,바른손,+1103,2,+33,+3.08,,22502,,,25,15614,62,147.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,159,089980,상아프론테크,+20400,2,+610,+3.08,,13470,,,27,4995,8758,150.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,160,181710,NHN,+17710,2,+520,+3.03,,96860,,,27,1035,1018,154.62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,161,438320,TIGER 차이나항셍테크레버리지(합성 H),+6465,2,+190,+3.03,,36345,,,20,2508,1874,103.96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,162,228760,지노믹트리,+13670,2,+400,+3.01,,83971,,,25,6232,3257,195.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,163,001040,CJ,+99700,2,+2900,+3.00,,24819,,,27,2209,1065,146.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,164,215000,골프존,+72100,2,+2100,+3.00,,23546,,,27,3970,4053,153.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,165,005850,에스엘,+31050,2,+900,+2.99,,39203,,,27,2243,2300,224.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,166,040910,아이씨디,+5000,2,+145,+2.99,,195849,,,0,4363,8984,112.37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,167,065350,신성델타테크,+69200,2,+2000,+2.98,,199385,,,25,30464,4924,122.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,168,226400,오스테오닉,+5030,2,+145,+2.97,,42705,,,27,17246,8207,99.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,169,000240,한국앤컴퍼니,+17390,2,+500,+2.96,,41016,,,27,2758,389,500.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,170,241840,에이스토리,+7650,2,+220,+2.96,,31109,,,28,3636,5249,132.09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,171,412560,TIGER BBIG레버리지,+2090,2,+60,+2.96,,1287,,,20,9291,3345,500.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,172,134580,탑코미디어,+1715,2,+49,+2.94,,3983,,,0,10755,1430,329.13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,173,145720,덴티움,+59900,2,+1700,+2.92,,23184,,,27,4291,2648,168.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,174,263800,데이타솔루션,+5110,2,+145,+2.92,,486700,,,28,25040,23168,84.68,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,175,364970,TIGER 바이오TOP10,+7180,2,+200,+2.87,,493900,,,19,61163,64625,108.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,176,185750,종근당,+97000,2,+2700,+2.86,,12094,,,27,1005,1248,500.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,177,356680,엑스게이트,+5400,2,+150,+2.86,,2461716,,,27,22442,63572,76.10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,178,335890,비올,+8360,2,+230,+2.83,,1283826,,,27,22490,34583,109.30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,179,031860,에스유홀딩스,+913,2,+25,+2.82,,39609,,,15,3751,24777,204.63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,180,001060,JW중외제약,+24200,2,+650,+2.76,,32650,,,27,10583,4199,390.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,181,510039,대신 3X 레버리지 국채30년 ETN,+78725,2,+2115,+2.76,,2,,,25,5002,1508,500.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,182,039980,폴라리스AI,+3005,2,+80,+2.74,,31966735,,,28,533510,245226,93.10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,183,075130,플랜티넷,+2070,2,+55,+2.73,,37840,,,0,12363,13489,117.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,184,035900,JYP Ent.,+75500,2,+2000,+2.72,,829374,,,27,98273,30547,92.30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,185,029780,삼성카드,+43550,2,+1150,+2.71,,35416,,,27,7208,2691,444.34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,186,452300,캡스톤파트너스,+2655,2,+70,+2.71,,99705,,,28,4800,7633,110.28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,187,010470,오리콤,+6870,2,+180,+2.69,,21268,,,28,3760,329,147.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,188,338840,와이바이오로직스,+8030,2,+210,+2.69,,73971,,,25,2047,4551,80.35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,189,085660,차바이오텍,+15400,2,+400,+2.67,,105644,,,27,2584,6117,184.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,190,417840,저스템,+6150,2,+160,+2.67,,46191,,,0,783,2878,98.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,191,115500,케이씨에스,+8100,2,+210,+2.66,,2076798,,,28,3703,19851,66.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,192,474610,알에프시스템즈,+5010,2,+130,+2.66,,831296,,,0,7627,18886,74.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,193,005860,한일사료,+4065,2,+105,+2.65,,2362818,,,27,5961,35971,74.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,194,610061,메리츠 3X 레버리지 국채30년 ETN,+68395,2,+1765,+2.65,,2365,,,25,24122,24047,107.64,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,195,105760,포스뱅크,+6610,2,+170,+2.64,,189763,,,28,5347,2884,85.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,196,299660,셀리드,+5840,2,+150,+2.64,,1071620,,,25,9551,30817,88.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,197,760015,키움 레버리지 바이오TOP10 ETN,+16460,2,+420,+2.62,,2028,,,25,50000,1323,99.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,198,000640,동아쏘시오홀딩스,+107200,2,+2700,+2.58,,3118,,,27,381,166,365.77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
전일 대비 등락률 상위 종목,199,018670,SK가스,+219000,2,+5500,+2.58,,4766,,,27,1402,352,255.33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
당일 거래량 상위 종목,0,489730,디비금융제13호스팩,+3360,2,+1360,+68.00,,,,,,,,,,63007170,0.00,+995.06,241449,63007170,0.00,+995.06,241449,0,0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,1,252670,KODEX 200선물인버스2X,+2405,2,+5,+0.21,,,,,,,,,,48389497,-48.40,+9.45,116507,48383350,-48.84,+9.46,116493,0,+0.00,+0.00,0,6147,-14.79,+0.01,15,,,,,,,,,,,
당일 거래량 상위 종목,2,039980,폴라리스AI,+3005,2,+80,+2.74,,,,,,,,,,31966836,-72.19,+44.22,95518,31964755,-72.23,+44.22,95511,0,+0.00,+0.00,0,2081,0.00,+0.01,6,,,,,,,,,,,
당일 거래량 상위 종목,3,014990,인디에프,+1028,2,+82,+8.67,,,,,,,,,,26688534,+1384.53,+35.53,27302,26678534,+1402.77,+35.52,27293,0,0.00,+0.00,0,10000,+997.01,+0.02,9,,,,,,,,,,,
당일 거래량 상위 종목,4,394800,쓰리빌리언,+6170,2,+340,+5.83,,,,,,,,,,23791013,-55.05,+75.66,153673,23790746,-55.65,+75.67,153671,0,+0.00,+0.00,0,267,+115.09,+0.01,2,,,,,,,,,,,
당일 거래량 상위 종목,5,357880,비트나인,+3520,2,+365,+11.57,,,,,,,,,,20972360,+118.28,+97.80,68691,20932716,+119.74,+97.62,68566,0,+0.00,+0.00,0,39644,0.00,+0.19,125,,,,,,,,,,,
당일 거래량 상위 종목,6,251340,KODEX 코스닥150선물인버스,-4030,5,-25,-0.62,,,,,,,,,,15452785,-40.06,+23.74,62256,15422761,-40.39,+23.70,62134,0,+0.00,+0.00,0,30024,+186.47,+0.05,122,,,,,,,,,,,
당일 거래량 상위 종목,7,270520,지오릿에너지,-1729,5,-52,-2.92,,,,,,,,,,14754104,-58.16,+9.29,26041,14753954,-60.27,+9.30,26040,0,+0.00,+0.00,0,150,-87.20,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,8,233740,KODEX 코스닥150레버리지,+7285,2,+60,+0.83,,,,,,,,,,14417306,-43.75,+6.85,105276,14416805,-44.12,+6.86,105272,0,+0.00,+0.00,0,501,-35.78,+0.01,4,,,,,,,,,,,
당일 거래량 상위 종목,9,205470,휴마시스,+1947,2,+91,+4.90,,,,,,,,,,13946490,+277.54,+10.78,27665,13935941,+282.35,+10.78,27646,0,+0.00,+0.00,0,10549,+351.40,+0.01,20,,,,,,,,,,,
당일 거래량 상위 종목,10,007460,에이프로젠,-971,5,-151,-13.46,,,,,,,,,,10879029,+339.62,+3.63,10848,10878056,+346.25,+3.64,10847,0,+0.00,+0.00,0,973,0.00,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,11,001470,삼부토건,-1191,5,-46,-3.72,,,,,,,,,,10571674,-37.68,+4.62,12598,10551071,-37.97,+4.62,12572,0,+0.00,+0.00,0,20603,+2060300.00,+0.01,25,,,,,,,,,,,
당일 거래량 상위 종목,12,002140,고려산업,+3110,2,+300,+10.68,,,,,,,,,,9786318,+1202.34,+39.24,30991,9786316,+1943.83,+39.25,30991,0,+0.00,+0.00,0,2,-5.71,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,13,239340,이스트에이드,+2430,2,+365,+17.68,,,,,,,,,,9346904,+453.40,+34.64,22577,9346904,+453.65,+34.65,22577,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,14,114800,KODEX 인버스,+4615,2,+5,+0.11,,,,,,,,,,9300369,-53.41,+7.56,42934,9300366,-53.97,+7.56,42934,0,+0.00,+0.00,0,3,-0.02,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,15,007110,일신석재,-1806,5,-94,-4.95,,,,,,,,,,8005669,-12.44,+10.34,14552,8002188,-12.56,+10.34,14545,0,+0.00,+0.00,0,3481,-40.55,+0.01,7,,,,,,,,,,,
당일 거래량 상위 종목,16,208370,셀바스헬스케어,+5490,2,+675,+14.02,,,,,,,,,,7926721,+685.57,+30.79,42797,7926710,+702.86,+30.80,42797,0,+0.00,+0.00,0,11,-1.59,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,17,005930,삼성전자,-55800,5,-500,-0.89,,,,,,,,,,7591299,-34.81,+0.13,425209,7587858,-35.06,+0.13,425015,0,+0.00,+0.00,0,3441,-40.58,+0.01,194,,,,,,,,,,,
당일 거래량 상위 종목,18,376930,노을,+3080,1,+710,+29.96,,,,,,,,,,7216742,+1029.35,+19.53,20817,7216682,+1049.75,+19.54,20817,0,+0.00,+0.00,0,60,-9.66,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,19,450520,인스웨이브시스템즈,+4210,1,+970,+29.94,,,,,,,,,,6932403,+240.37,+47.14,27566,6929801,+243.17,+47.13,27557,0,+0.00,+0.00,0,2602,0.00,+0.02,8,,,,,,,,,,,
당일 거래량 상위 종목,20,052600,한네트,+4845,2,+485,+11.12,,,,,,,,,,6696453,+2676.60,+57.91,34985,6696453,+7039.49,+57.91,34985,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,21,047560,이스트소프트,+25050,2,+3850,+18.16,,,,,,,,,,6028102,-75.54,+51.95,138636,6025892,-76.72,+51.93,138589,0,+0.00,+0.00,0,2210,0.00,+0.02,47,,,,,,,,,,,
당일 거래량 상위 종목,22,158430,아톤,-5620,5,-70,-1.23,,,,,,,,,,5867561,-61.90,+25.96,35556,5867547,-68.24,+25.96,35556,0,+0.00,+0.00,0,14,-0.38,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,23,122630,KODEX 레버리지,-15140,5,-40,-0.26,,,,,,,,,,5806850,-43.63,+3.97,87782,5806536,-44.13,+3.98,87777,0,+0.00,+0.00,0,314,-4.54,+0.01,5,,,,,,,,,,,
당일 거래량 상위 종목,24,038680,에스넷,+4725,2,+810,+20.69,,,,,,,,,,5128205,+27878.26,+26.23,23549,5128205,+28167.67,+26.24,23549,0,0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,25,090710,휴림로봇,-1649,5,-50,-2.94,,,,,,,,,,4937593,-54.63,+4.50,8279,4931189,-55.82,+4.50,8268,0,+0.00,+0.00,0,6404,0.00,+0.01,11,,,,,,,,,,,
당일 거래량 상위 종목,26,351870,차이커뮤니케이션,+13660,2,+890,+6.97,,,,,,,,,,4001534,-91.68,+35.95,55353,4000671,-92.61,+35.95,55342,0,+0.00,+0.00,0,863,+14383.34,+0.01,11,,,,,,,,,,,
당일 거래량 상위 종목,27,168490,한국패러랠,178,3,0,0.00,,,,,,,,,,3936404,-26.24,+4.92,705,3936070,-26.67,+4.92,705,0,+0.00,+0.00,0,334,-1.80,+0.01,0,,,,,,,,,,,
당일 거래량 상위 종목,28,000490,대동,+11610,2,+400,+3.57,,,,,,,,,,3748280,+199.28,+14.62,43869,3748220,+221.35,+14.62,43869,0,+0.00,+0.00,0,60,-2.86,+0.01,1,,,,,,,,,,,
당일 거래량 상위 종목,29,089150,케이씨티,+2470,2,+5,+0.20,,,,,,,,,,3706328,+1094.33,+21.61,10329,3706328,+2568.44,+21.62,10329,0,+0.00,+0.00,0,0,0.00,+0.00,0,,,,,,,,,,,
당일 거래량 상위 종목,30,462330,KODEX 2차전지산업레버리지,+1717,2,+30,+1.78,,,,,,,,,,3701650,-37.90,+3.10,6371,3701650,-38.02,+3.10,6371,0,+0.00,+0.00,0,0,+0.00,+0.00,0,,,,,,,,,,,
